zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1756685498000,1756686051000,1756772451000,,,107859.65,,,,,,,,,
,SHORT,,,1756685678000,1756686226000,1756772626000,,,107743.65,,,,,,,,,
,LONG,,,1756686004000,1756687373000,1756773773000,,,108131.35,,,,,,,,,
,LONG,,,1756685911000,1756687377000,1756773777000,,,108122.05,,,,,,,,,
,SHORT,,,1756687012000,,1756691204000,,,,,,,,,,,,
,SHORT,,,1756693867000,1756695011000,1756781411000,,,107468.95,,,,,,,,,
,LONG,,,1756689248000,,1756697740000,,,,,,,,,,,,
,SHORT,,,1756699244000,1756700668000,1756787068000,,,107336.25,,,,,,,,,
,SHORT,,,1756694319000,1756700911000,1756787311000,,,107422.55,,,,,,,,,
,SHORT,,,1756701424000,,1756705154000,,,,,,,,,,,,
,SHORT,,,1756701335000,,1756707685000,,,,,,,,,,,,
,LONG,,,1756706402000,1756707900000,1756794300000,,,107999.95,,,,,,,,,
,LONG,,,1756710311000,1756711180000,1756797580000,,,108240.15,,,,,,,,,
,LONG,,,1756696642000,1756711888000,1756798288000,,,108564.15,,,,,,,,,
,LONG,,,1756702147000,1756711901000,1756798301000,,,108585.65,,,,,,,,,
,LONG,,,1756712574000,1756713076000,1756799476000,,,108985.05,,,,,,,,,
,SHORT,,,,,1756715866000,,,,,,,,,,,,
,LONG,,,1756714019000,1756719151000,1756805551000,,,109843.95,,,,,,,,,
,LONG,,,1756714378000,1756719193000,1756805593000,,,109844.05,,,,,,,,,
,SHORT,,,1756718841000,1756719503000,1756805903000,,,109549.95,,,,,,,,,
,SHORT,,,1756721931000,1756722444000,1756808844000,,,108899.95,,,,,,,,,
,SHORT,,,1756722344000,1756722444000,1756808844000,,,108899.95,,,,,,,,,
,SHORT,,,1756721931000,1756722792000,1756809192000,,,108472.55,,,,,,,,,
,SHORT,,,1756724454000,,1756730320000,,,,,,,,,,,,
,SHORT,,,1756728143000,,1756732817000,,,,,,,,,,,,
,SHORT,,,1756727963000,,1756732845000,,,,,,,,,,,,
,SHORT,,,1756730486000,1756740242000,1756826642000,,,108677.45,,,,,,,,,
,SHORT,,,1756741776000,1756746718000,1756833118000,,,108530.05,,,,,,,,,
,SHORT,,,1756741911000,1756746721000,1756833121000,,,108489.05,,,,,,,,,
,SHORT,,,1756742487000,1756746733000,1756833133000,,,108380.05,,,,,,,,,
,SHORT,,,1756759740000,1756763113000,1756849513000,,,107513.85,,,,,,,,,
