zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1740788654000,,1740790487000,,,,,,,,,,,,
,SHORT,,,1740789821000,1740790575000,1740876975000,,,83826.75,,,,,,,,,
,SHORT,,,1740792329000,,1740793466000,,,,,,,,,,,,
,LONG,,,1740791202000,1740793475000,1740803529408,,,84500.55,,,,,,,1,true,false
,LONG,,,1740789333000,1740793609000,1740803529563,,,84544.25,,,,,,,1,false,true
,SHORT,,,1740794465000,1740794541000,1740880941000,,,84380.05,,,,,,,,,
,SHORT,,,1740793804000,,1740796046000,,,,,,,,,,,,
,LONG,,,1740797543000,1740797622000,1740884022000,,,85613.35,,,,,,,,,
,LONG,,,1740799439000,1740800071000,1740886471000,,,85245.95,,,,,,,,,
,SHORT,,,1740799841000,,1740800353000,,,,,,,,,,,,
,SHORT,,,1740799344000,,1740802293000,,,,,,,,,,,,
,SHORT,,,1740799344000,,1740802337000,,,,,,,,,,,,
,LONG,,,1740798876000,1740802337000,1740888737000,,,85849.85,,,,,,,,,
,LONG,,,1740796986000,1740802347000,1740888747000,,,85905.55,,,,,,,,,
,SHORT,,,1740807894000,1740808283000,1740894683000,,,85677.05,,,,,,,,,
,LONG,,,1740805630000,,1740808756000,,,,,,,,,,,,
,LONG,,,1740805255000,,1740809797000,,,,,,,,,,,,
,SHORT,,,1740809057000,1740809802000,1740896202000,,,85373.55,,,,,,,,,
,LONG,,,1740805255000,,1740809984000,,,,,,,,,,,,
,LONG,,,1740808543000,,1740810010000,,,,,,,,,,,,
,SHORT,,,1740803585000,1740810743000,1740897143000,,,85012.95,,,,,,,,,
,SHORT,,,1740811640000,1740814690000,1740901090000,,,84775.35,,,,,,,,,
,SHORT,,,1740821217000,1740824571000,1740910971000,,,84969.95,,,,,,,,,
,SHORT,,,1740811365000,1740826932000,1740913332000,,,84721.45,,,,,,,,,
,LONG,,,1740830005000,1740831565000,1740917965000,,,84732.85,,,,,,,,,
,LONG,,,1740832360000,1740833649000,1740920049000,,,84873.85,,,,,,,,,
,LONG,,,1740818309000,1740857552000,1740943952000,,,85444.05,,,,,,,,,
,SHORT,,,1740865449000,,1740866257000,,,,,,,,,,,,
,LONG,,,1740860450000,1740866262000,1740952662000,,,86121.95,,,,,,,,,
,LONG,,,1740867904000,1740868109000,1740954509000,,,85987.85,,,,,,,,,
,LONG,,,1740867724000,,,,,,,,,,,,,,
,SHORT,,,1740872261000,,,,,,,,,,,,,,
