zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1738368894000,1738372496000,1738458896000,,,102619.15,,,,,,,,,
,LONG,,,1738368894000,1738372496000,1738458896000,,,102619.15,,,,,,,,,
,SHORT,,,1738373961000,1738378265000,1738450816195,,,102523.75,,,,,,,1,true,false
,SHORT,,,1738372814000,1738378444000,1738451589445,,,102465.05,,,,,,,1,false,true
,SHORT,,,1738370665000,1738379242000,1738452231041,,,102304.25,,,,,,,1,false,true
,SHORT,,,1738370485000,1738382966000,1738469366000,,,102136.15,,,,,,,,,
,LONG,,,1738373665000,,1738397907000,,,,,,,,,,,,
,SHORT,,,1738396807000,1738397916000,1738484316000,,,102064.05,,,,,,,,,
,SHORT,,,1738398953000,1738399960000,1738486360000,,,101848.05,,,,,,,,,
,LONG,,,1738369886000,,1738402530000,,,,,,,,,,,,
,SHORT,,,1738402304000,1738402604000,1738489004000,,,101709.15,,,,,,,,,
,SHORT,,,1738403000000,1738403366000,1738489766000,,,101555.85,,,,,,,,,
,LONG,,,1738398574000,,1738403607000,,,,,,,,,,,,
,LONG,,,1738405835000,1738411321000,1738497721000,,,102059.95,,,,,,,,,
,LONG,,,1738412679000,1738413439000,1738499839000,,,102236.15,,,,,,,,,
,LONG,,,1738413740000,,1738438677000,,,,,,,,,,,,
,LONG,,,1738400117000,,1738440391000,,,,,,,,,,,,
,SHORT,,,1738441235000,1738441722000,1738528122000,,,101169.55,,,,,,,,,
,SHORT,,,1738441548000,1738441722000,1738528122000,,,101169.55,,,,,,,,,
,LONG,,,1738404966000,,1738442831000,,,,,,,,,,,,
,SHORT,,,1738442740000,1738442831000,1738529231000,,,101045.95,,,,,,,,,
,LONG,,,1738403811000,,1738442860000,,,,,,,,,,,,
,SHORT,,,1738442455000,1738442860000,1738529260000,,,100963.95,,,,,,,,,
,LONG,,,1738440914000,,1738448412000,,,,,,,,,,,,
,LONG,,,1738446745000,,1738449028000,,,,,,,,,,,,
,SHORT,,,1738450177000,1738450498000,1738536898000,,,100555.05,,,,,,,,,
,LONG,,,1738443280000,,1738450499000,,,,,,,,,,,,
,SHORT,,,1738450357000,1738451033000,1738537433000,,,100597.85,,,,,,,,,
,LONG,,,1738443100000,,1738451349000,,,,,,,,,,,,
,SHORT,,,1738451233000,1738451618000,1738538018000,,,100396.05,,,,,,,,,
,LONG,,,1738452104000,1738452726000,1738539126000,,,100663.85,,,,,,,,,
,LONG,,,1738449198000,,,,,,,,,,,,,,
,LONG,,,1738451924000,,,,,,,,,,,,,,
,SHORT,,,1738452475000,,,,,,,,,,,,,,
