zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1711929811000,1711931278000,1711950495725,,,71118.65,,,,,,,1,true,false
,SHORT,,,1711931746000,1711932030000,1711950527415,,,70990.05,,,,,,,1,false,true
,SHORT,,,1711932811000,1711935648000,1711950527639,,,70899.95,,,,,,,1,false,true
,SHORT,,,1711929880000,1711935714000,1711950609676,,,70877.65,,,,,,,1,false,true
,SHORT,,,1711937078000,1711941168000,1711950620884,,,70745.15,,,,,,,1,false,true
,LONG,,,1711934188000,,1711942097000,,,,,,,,,,,,
,LONG,,,1711934615000,,1711942120000,,,,,,,,,,,,
,SHORT,,,1711936386000,1711942150000,1711950634571,,,70599.25,,,,,,,1,false,true
,SHORT,,,1711941984000,1711942152000,1711950634571,,,70604.35,,,,,,,1,false,true
,SHORT,,,1711943435000,1711946867000,1711950634607,,,70485.65,,,,,,,1,false,true
,LONG,,,1711937463000,,1711946871000,,,,,,,,,,,,
,SHORT,,,1711946562000,1711946872000,1711950815532,,,70471.95,,,,,,,1,false,true
,SHORT,,,1711948902000,1711949733000,1711951365689,,,70330.05,,,,,,,1,false,true
,SHORT,,,1711929962000,1711949760000,1711951366603,,,70302.45,,,,,,,1,false,true
,LONG,,,1711944206000,,1711950017000,,,,,,,,,,,,
,LONG,,,1711947686000,,1711950346000,,,,,,,,,,,,
,SHORT,,,1711952008000,,1711955043000,,,,,,,,,,,,
,SHORT,,,1711951984000,,1711955136000,,,,,,,,,,,,
,SHORT,,,1711956759000,1711957148000,1711984409424,,,69615.35,,,,,,,1,false,true
,LONG,,,1711955852000,,1711960346000,,,,,,,,,,,,
,SHORT,,,1711952994000,,1711975702000,,,,,,,,,,,,
,LONG,,,1711971477000,1711976420000,1712062820000,,,69862.35,,,,,,,,,
,SHORT,,,1711976443000,1711977399000,1711984361595,,,69684.05,,,,,,,1,false,true
,LONG,,,1711977682000,1711978068000,1712064468000,,,69999.85,,,,,,,,,
,SHORT,,,1711954744000,,1711978069000,,,,,,,,,,,,
,LONG,,,1711953873000,1711978346000,1712064746000,,,70064.05,,,,,,,,,
,SHORT,,,1711979596000,1711981323000,1711984410349,,,69570.05,,,,,,,1,false,true
,LONG,,,1711979186000,,1711981324000,,,,,,,,,,,,
,SHORT,,,1711982561000,1711983130000,1712069530000,,,68976.05,,,,,,,,,
,LONG,,,1711952646000,,1711983166000,,,,,,,,,,,,
,SHORT,,,1711982857000,1711983166000,1712069566000,,,68803.65,,,,,,,,,
,LONG,,,1711952646000,,1711983188000,,,,,,,,,,,,
,SHORT,,,1711985689000,1711987209000,1712073609000,,,68121.45000000001,,,,,,,,,
,SHORT,,,1711987568000,,1711997420000,,,,,,,,,,,,
,SHORT,,,1711987568000,,1711997542000,,,,,,,,,,,,
,LONG,,,1711998690000,1711999012000,1712085412000,,,69177.75,,,,,,,,,
,LONG,,,1711984557000,1711999396000,1712085796000,,,69413.35,,,,,,,,,
,SHORT,,,1712005226000,,,,,,,,,,,,,,
