zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1772324210000,1772324895000,1772395965578,,,66729.95,,,,,,,1,true,false
,SHORT,,,1772324726000,1772325329000,1772395965584,,,66713.75,,,,,,,1,false,true
,SHORT,,,1772326141000,1772327284000,1772397139310,,,66533.3,,,,,,,1,false,true
,LONG,,,1772324472000,,1772327376000,,,,,,,,,,,,
,LONG,,,1772325971000,,1772327463000,,,,,,,,,,,,
,SHORT,,,1772328622000,,1772329031000,,,,,,,,,,,,
,LONG,,,1772329163000,1772329758000,1772416158000,,,67085.05,,,,,,,,,
,SHORT,,,1772328442000,,1772329795000,,,,,,,,,,,,
,LONG,,,1772336624000,1772337064000,1772423464000,,,67631.95,,,,,,,,,
,LONG,,,1772331945000,,1772338492000,,,,,,,,,,,,
,LONG,,,1772341413000,1772342416000,1772428816000,,,67444.75,,,,,,,,,
,LONG,,,1772342293000,1772342427000,1772428827000,,,67465.95,,,,,,,,,
,LONG,,,1772347151000,1772350589000,1772436989000,,,67172.35,,,,,,,,,
,SHORT,,,1772351110000,1772352205000,1772385474014,,,67025.05,,,,,,,1,false,true
,SHORT,,,1772330889000,1772355149000,1772397035224,,,66551.15,,,,,,,1,false,true
,SHORT,,,1772333635000,1772355317000,1772397035190,,,66566.85,,,,,,,1,false,true
,LONG,,,1772350449000,,1772355716000,,,,,,,,,,,,
,SHORT,,,1772356856000,1772357734000,1772397233402,,,66393.75,,,,,,,1,false,true
,SHORT,,,1772358923000,1772371259000,1772457659000,,,66132.15,,,,,,,,,
,SHORT,,,1772360985000,1772371259000,1772457659000,,,66132.15,,,,,,,,,
,SHORT,,,1772358669000,1772371263000,1772457663000,,,66146.65,,,,,,,,,
,LONG,,,1772379450000,,1772380879000,,,,,,,,,,,,
,SHORT,,,1772384579000,1772385475000,1772471875000,,,65706.85,,,,,,,,,
,SHORT,,,1772384638000,1772385475000,1772471875000,,,65706.85,,,,,,,,,
,LONG,,,1772388134000,1772388235000,1772474635000,,,66251.85,,,,,,,,,
,LONG,,,1772388134000,1772388235000,1772474635000,,,66251.85,,,,,,,,,
,SHORT,,,1772387330000,,1772388283000,,,,,,,,,,,,
,SHORT,,,1772395619000,1772395738000,1772482138000,,,65660.15,,,,,,,,,
,LONG,,,1772394852000,,1772395881000,,,,,,,,,,,,
,LONG,,,1772394852000,,1772395881000,,,,,,,,,,,,
,SHORT,,,1772396272000,1772396999000,1772483399000,,,65266.05,,,,,,,,,
,SHORT,,,1772396452000,1772397291000,1772483691000,,,65185.25,,,,,,,,,
,SHORT,,,1772397875000,,1772399966000,,,,,,,,,,,,
,SHORT,,,1772398170000,,1772400071000,,,,,,,,,,,,
,SHORT,,,1772398787000,,1772402186000,,,,,,,,,,,,
,LONG,,,1772400592000,1772402712000,1772489112000,,,65699.75,,,,,,,,,
,LONG,,,1772400592000,1772403185000,1772489585000,,,65729.55,,,,,,,,,
,LONG,,,1772400772000,1772403186000,1772489586000,,,65844.05,,,,,,,,,
,LONG,,,1772398207000,1772403189000,1772489589000,,,66107.95,,,,,,,,,
,SHORT,,,1772405142000,,1772406372000,,,,,,,,,,,,
,SHORT,,,1772405142000,,1772406372000,,,,,,,,,,,,
,SHORT,,,1772407206000,,,,,,,,,,,,,,
,LONG,,,1772407977000,,,,,,,,,,,,,,
