zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1714522370000,1714522492000,1714546855401,,,60664.850000000006,,,,,,,2,true,false
,SHORT,,,1714521954000,1714523483000,1714547233596,,,60290.850000000006,,,,,,,2,false,true
,LONG,,,1714523258000,,1714523498000,,,,,,,,,,,,
,SHORT,,,1714525532000,1714525752000,1714547332260,,,59984.75,,,,,,,2,false,true
,SHORT,,,1714528466000,1714529102000,1714547287391,,,60020.05,,,,,,,2,false,true
,SHORT,,,1714528881000,1714529360000,1714547333765,,,59859.95,,,,,,,2,false,true
,LONG,,,1714524160000,,1714529427000,,,,,,,,,,,,
,LONG,,,1714532585000,1714534937000,1714621337000,,,60235.75,,,,,,,,,
,LONG,,,1714533231000,1714540497000,1714626897000,,,60165.55,,,,,,,,,
,LONG,,,1714537277000,,1714542341000,,,,,,,,,,,,
,LONG,,,1714537097000,,1714544749000,,,,,,,,,,,,
,SHORT,,,1714530282000,1714546761000,1714547337790,,,59548.850000000006,,,,,,,2,false,true
,LONG,,,,,1714549251000,,,,,,,,,,,,
,SHORT,,,1714550213000,1714551027000,1714637427000,,,57226.149999999994,,,,,,,,,
,SHORT,,,1714550730000,1714551567000,1714637967000,,,56954.95,,,,,,,,,
,SHORT,,,1714552786000,,1714554313000,,,,,,,,,,,,
,SHORT,,,1714552786000,,1714554313000,,,,,,,,,,,,
,LONG,,,,,1714554730000,,,,,,,,,,,,
,SHORT,,,1714558627000,,1714558835000,,,,,,,,,,,,
,SHORT,,,1714558627000,,1714558835000,,,,,,,,,,,,
,LONG,,,1714557325000,1714558870000,1714588786657,,,57338.05,,,,,,,1,true,false
,LONG,,,1714557310000,1714558877000,1714588935226,,,57432.55,,,,,,,1,false,true
,LONG,,,1714562200000,1714564520000,1714589448948,,,57848.05,,,,,,,1,false,true
,LONG,,,1714561962000,1714565445000,1714589538021,,,58035.05,,,,,,,1,false,true
,SHORT,,,1714567280000,1714568122000,1714576791059,,,57837.05,,,,,,,3,true,false
,LONG,,,1714566337000,,1714568850000,,,,,,,,,,,,
,SHORT,,,1714568514000,1714570341000,1714656741000,,,57597.850000000006,,,,,,,,,
,LONG,,,1714566068000,,1714570392000,,,,,,,,,,,,
,LONG,,,1714572945000,1714573072000,1714588935226,,,57430.25,,,,,,,1,false,true
,SHORT,,,1714578179000,1714579751000,1714666151000,,,56810.75,,,,,,,,,
,SHORT,,,1714578920000,,1714580742000,,,,,,,,,,,,
,LONG,,,1714582014000,,1714583708000,,,,,,,,,,,,
,LONG,,,1714585497000,1714586617000,1714589448963,,,57861.149999999994,,,,,,,1,false,true
,LONG,,,1714585497000,1714586620000,1714589448962,,,57853.95,,,,,,,1,false,true
,SHORT,,,1714588418000,,1714588500000,,,,,,,,,,,,
,SHORT,,,1714591671000,1714591903000,1714678303000,,,57739.75,,,,,,,,,
,SHORT,,,1714591671000,1714591910000,1714678310000,,,57701.850000000006,,,,,,,,,
,LONG,,,1714599901000,1714601070000,1714687470000,,,58133.850000000006,,,,,,,,,
,LONG,,,1714601894000,1714606701000,1714693101000,,,58210.05,,,,,,,,,
,LONG,,,1714601492000,1714606710000,1714693110000,,,58255.55,,,,,,,,,
,LONG,,,,,,,,,,,,,,,,,
,LONG,,,,,,,,,,,,,,,,,
