zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1709254214000,,1709258090000,,,,,,,,,,,,
,SHORT,,,1709253169000,1709259125000,1709345525000,,,61114.149999999994,,,,,,,,,
,LONG,,,1709258362000,,1709259475000,,,,,,,,,,,,
,LONG,,,1709258182000,,1709259581000,,,,,,,,,,,,
,LONG,,,1709262382000,1709265044000,1709296728464,,,61236.05,,,,,,,1,true,false
,SHORT,,,1709261221000,,1709267176000,,,,,,,,,,,,
,LONG,,,1709267649000,1709269199000,1709326490184,,,61579.95,,,,,,,1,false,true
,LONG,,,1709268436000,1709269203000,1709326489057,,,61565.95,,,,,,,1,false,true
,LONG,,,1709270028000,1709273780000,1709326529497,,,61613.95,,,,,,,1,false,true
,LONG,,,1709269766000,1709273839000,1709326581052,,,61684.55,,,,,,,1,false,true
,LONG,,,1709274772000,1709276826000,1709326639900,,,61745.05,,,,,,,1,false,true
,LONG,,,1709274753000,1709281046000,1709326641074,,,61754.850000000006,,,,,,,1,false,true
,LONG,,,1709278646000,1709281161000,1709326674204,,,61832.95,,,,,,,1,false,true
,LONG,,,1709281939000,1709282100000,1709368500000,,,61983.850000000006,,,,,,,,,
,SHORT,,,1709289812000,1709290088000,1709376488000,,,61985.55,,,,,,,,,
,SHORT,,,1709292568000,1709292678000,1709379078000,,,61892.25,,,,,,,,,
,LONG,,,1709282688000,1709296734000,1709383134000,,,62377.75,,,,,,,,,
,SHORT,,,1709295189000,,1709296752000,,,,,,,,,,,,
,LONG,,,1709282868000,1709296861000,1709383261000,,,62523.25,,,,,,,,,
,SHORT,,,1709284818000,,1709296861000,,,,,,,,,,,,
,LONG,,,1709298961000,1709299174000,1709385574000,,,62509.55,,,,,,,,,
,LONG,,,1709298763000,1709299320000,1709385720000,,,62658.05,,,,,,,,,
,LONG,,,1709298763000,1709299321000,1709385721000,,,62676.05,,,,,,,,,
,LONG,,,1709298763000,1709299326000,1709385726000,,,62646.850000000006,,,,,,,,,
,SHORT,,,1709301856000,1709303640000,1709390040000,,,62146.95,,,,,,,,,
,SHORT,,,1709298545000,1709303644000,1709390044000,,,62108.350000000006,,,,,,,,,
,SHORT,,,1709306942000,1709307229000,1709393629000,,,61716.05,,,,,,,,,
,LONG,,,1709326346000,1709326463000,1709412863000,,,62740.05,,,,,,,,,
,SHORT,,,1709318600000,,1709326474000,,,,,,,,,,,,
,SHORT,,,1709328687000,1709335705000,1709422105000,,,62556.95,,,,,,,,,
,LONG,,,1709329448000,,,,,,,,,,,,,,
,LONG,,,1709329448000,,,,,,,,,,,,,,
