zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1719792248000,1719792527000,1719878927000,,,62706.05,,,,,,,,,
,LONG,,,1719792960000,1719795184000,1719881584000,,,62849.95,,,,,,,,,
,LONG,,,1719795313000,1719795601000,1719882001000,,,62951.649999999994,,,,,,,,,
,SHORT,,,1719793648000,,1719795963000,,,,,,,,,,,,
,SHORT,,,1719793468000,,1719795971000,,,,,,,,,,,,
,LONG,,,1719795902000,1719795975000,1719882375000,,,63198.350000000006,,,,,,,,,
,LONG,,,1719795902000,1719795976000,1719882376000,,,63330.65,,,,,,,,,
,LONG,,,1719796309000,1719796334000,1719882734000,,,63577.25,,,,,,,,,
,LONG,,,1719796309000,1719796334000,1719882734000,,,63577.25,,,,,,,,,
,LONG,,,1719798299000,1719799029000,1719885429000,,,63712.75,,,,,,,,,
,SHORT,,,1719796572000,,,,,,,,,,,,,,
,SHORT,,,1719800752000,,,,,,,,,,,,,,
