metric,value
zones_total,28
zones_triggered,15
zones_reached,4
hit_rate_among_triggered,0.26666666666666666
deduplication_enabled,1
cooldown_minutes_after_resolve,30
duplicate_suppression_count,13470
suppressions_active_open,11473
suppressions_active_triggered,1997
move_clustering_enabled,1
move_cluster_gap_minutes,120
reached_zones_raw,4
unique_reached_moves,1
duplicate_move_credits,3
raw_triggered_hit_rate,0.26666666666666666
unique_move_adjusted_hit_rate,0.06666666666666667
status_RESOLVED_REACHED,4
direction_LONG,15
status_RESOLVED_FAILED,11
direction_SHORT,13
status_INVALIDATED,9
status_NO_TRIGGER,4
