metric,value
zones_total,30
zones_triggered,21
zones_reached,1
hit_rate_among_triggered,0.047619047619047616
deduplication_enabled,1
cooldown_minutes_after_resolve,30
duplicate_suppression_count,12987
suppressions_active_open,4322
suppressions_active_triggered,8665
move_clustering_enabled,1
move_cluster_gap_minutes,120
reached_zones_raw,1
unique_reached_moves,1
duplicate_move_credits,0
raw_triggered_hit_rate,0.047619047619047616
unique_move_adjusted_hit_rate,0.047619047619047616
status_RESOLVED_FAILED,20
direction_LONG,17
direction_SHORT,13
status_INVALIDATED,9
status_RESOLVED_REACHED,1
