symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,uniqueMoveId,moveClusterSize,isPrimaryMoveZone,duplicateMoveCredit,reasons
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779422839000-5,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T04:07:19.000Z,2026-05-22T04:10:19.000Z,2026-05-22T04:51:37.000Z,2026-05-22T19:30:35.018Z,77435.213025,77512.68697500002,77382.20000000001,75834.55600000001,0.6987,0.3677,0.8232,0.9827,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,878.97,2.662,0.400,CROSSED,1,7,yes,no,candidate@2026-05-22T04:07:19.000Z|confirmed@2026-05-22T04:10:19.000Z|trigger@2026-05-22T04:51:37.000Z|expire@2026-05-22T19:30:35.018Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779416443000-4,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T02:20:43.000Z,2026-05-22T02:23:43.000Z,2026-05-22T05:24:45.000Z,2026-05-22T19:30:35.041Z,77374.44342499999,77451.856575,77330.1,75783.498,0.6359,0.1605,0.5340,0.9660,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,845.83,2.597,0.394,CROSSED,1,7,no,yes,candidate@2026-05-22T02:20:43.000Z|confirmed@2026-05-22T02:23:43.000Z|trigger@2026-05-22T05:24:45.000Z|expire@2026-05-22T19:30:35.041Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779414465000-3,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T01:47:45.000Z,2026-05-22T01:50:45.000Z,2026-05-22T05:58:27.000Z,2026-05-22T19:30:48.882Z,77312.92420000001,77390.2758,77274.05,75728.569,0.7843,0.1049,0.3677,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,812.36,2.526,0.355,CROSSED,1,7,no,yes,candidate@2026-05-22T01:47:45.000Z|confirmed@2026-05-22T01:50:45.000Z|trigger@2026-05-22T05:58:27.000Z|expire@2026-05-22T19:30:48.882Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779409025000-1,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T00:17:05.000Z,2026-05-22T00:20:26.000Z,2026-05-22T07:01:31.000Z,2026-05-22T19:30:59.250Z,77254.70332500001,77331.996675,77213.05,75668.789,0.6012,0.1820,0.2946,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,749.47,2.449,0.434,CROSSED,1,7,no,yes,candidate@2026-05-22T00:17:05.000Z|confirmed@2026-05-22T00:20:26.000Z|trigger@2026-05-22T07:01:31.000Z|expire@2026-05-22T19:30:59.250Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779411938000-2,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T01:05:38.000Z,2026-05-22T01:08:38.000Z,2026-05-22T08:35:24.000Z,2026-05-22T22:44:15.519Z,77194.28355,77271.51645,77154.45000000001,75611.361,0.6574,0.2200,0.2391,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,848.86,2.375,0.511,CROSSED,1,7,no,yes,candidate@2026-05-22T01:05:38.000Z|confirmed@2026-05-22T01:08:38.000Z|trigger@2026-05-22T08:35:24.000Z|expire@2026-05-22T22:44:15.519Z
BTCUSDT,2026-05-22,BTCUSDT-LONG-1779441554000-7,LONG,ACCUMULATION,EXPIRED,2026-05-22T09:19:14.000Z,,,2026-05-22T10:19:15.000Z,77136.262575,77229.55,,,0.6203,0.0000,0.2174,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,CROSSED,,,,,candidate@2026-05-22T09:19:14.000Z|expire@2026-05-22T10:19:15.000Z
BTCUSDT,2026-05-22,BTCUSDT-LONG-1779449090000-8,LONG,ACCUMULATION,EXPIRED,2026-05-22T11:24:50.000Z,,,2026-05-22T12:24:51.000Z,77133.463975,77339.1,,,0.6013,0.0000,0.1789,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,CROSSED,,,,,candidate@2026-05-22T11:24:50.000Z|expire@2026-05-22T12:24:51.000Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779440811000-6,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T09:06:51.000Z,2026-05-22T09:12:22.000Z,2026-05-22T13:34:01.000Z,2026-05-22T22:44:15.838Z,77136.31254999999,77213.48745,77088.25,75546.485,0.6009,0.2762,0.1856,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,550.25,2.291,0.285,CROSSED,1,7,no,yes,candidate@2026-05-22T09:06:51.000Z|confirmed@2026-05-22T09:12:22.000Z|trigger@2026-05-22T13:34:01.000Z|expire@2026-05-22T22:44:15.838Z
BTCUSDT,2026-05-22,BTCUSDT-SHORT-1779459206000-11,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-05-22T14:13:26.000Z,2026-05-22T14:17:51.000Z,2026-05-22T14:18:32.000Z,2026-05-22T23:48:04.292Z,76985.45,77088.575025,76877.75,75340.19499999999,0.6163,0.0594,0.1409,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,569.54,2.024,0.250,,1,7,no,yes,candidate@2026-05-22T14:13:26.000Z|confirmed@2026-05-22T14:17:51.000Z|trigger@2026-05-22T14:18:32.000Z|expire@2026-05-22T23:48:04.292Z
BTCUSDT,2026-05-22,BTCUSDT-LONG-1779456909000-9,LONG,ACCUMULATION,INVALIDATED,2026-05-22T13:35:09.000Z,2026-05-22T13:38:26.000Z,,2026-05-22T14:23:54.000Z,77151.55,77247.354375,,,0.6164,0.0000,0.1747,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2026-05-22T13:35:09.000Z|confirmed@2026-05-22T13:38:26.000Z|invalidate@2026-05-22T14:23:54.000Z
