symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,uniqueMoveId,moveClusterSize,isPrimaryMoveZone,duplicateMoveCredit,reasons
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754006470000-1,SHORT,DISTRIBUTION,RESOLVED_REACHED,2025-08-01T00:01:10.000Z,2025-08-01T00:04:41.000Z,2025-08-01T00:12:09.000Z,2025-08-01T20:08:01.886Z,115612.11502499999,115754.95,115430.9,113122.28199999999,0.6262,0.4393,0.2031,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,1195.88,2.400,0.493,,1,4,yes,no,candidate@2025-08-01T00:01:10.000Z|confirmed@2025-08-01T00:04:41.000Z|trigger@2025-08-01T00:12:09.000Z|expire@2025-08-01T20:08:01.886Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754007034000-2,SHORT,DISTRIBUTION,RESOLVED_REACHED,2025-08-01T00:10:34.000Z,2025-08-01T00:25:32.000Z,2025-08-01T00:49:59.000Z,2025-08-01T22:43:10.833Z,115244.35,115860.05,115181.05,112877.429,0.6227,0.0245,0.2264,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,1313.20,2.189,0.711,,1,4,no,yes,candidate@2025-08-01T00:10:34.000Z|confirmed@2025-08-01T00:25:32.000Z|trigger@2025-08-01T00:49:59.000Z|expire@2025-08-01T22:43:10.833Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754007113000-3,SHORT,DISTRIBUTION,RESOLVED_REACHED,2025-08-01T00:11:53.000Z,2025-08-01T00:25:32.000Z,2025-08-01T00:49:59.000Z,2025-08-01T22:43:10.833Z,115244.35,115860.05,115181.05,112877.429,0.6227,0.0245,0.2904,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,1313.20,2.189,0.711,,1,4,no,yes,candidate@2025-08-01T00:11:53.000Z|confirmed@2025-08-01T00:25:32.000Z|trigger@2025-08-01T00:49:59.000Z|expire@2025-08-01T22:43:10.833Z
BTCUSDT,2025-08-01,BTCUSDT-LONG-1754007422000-4,LONG,ACCUMULATION,INVALIDATED,2025-08-01T00:17:02.000Z,2025-08-01T00:23:15.000Z,,2025-08-01T00:51:09.000Z,115382.030125,115824.35,,,0.6012,0.5867,0.3391,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-08-01T00:17:02.000Z|confirmed@2025-08-01T00:23:15.000Z|invalidate@2025-08-01T00:51:09.000Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754011614000-7,SHORT,DISTRIBUTION,INVALIDATED,2025-08-01T01:26:54.000Z,2025-08-01T01:30:34.000Z,,2025-08-01T02:37:02.000Z,114996.32307500001,115213.25,,,0.6001,0.4105,0.3343,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-08-01T01:26:54.000Z|confirmed@2025-08-01T01:30:34.000Z|invalidate@2025-08-01T02:37:02.000Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754017211000-10,SHORT,DISTRIBUTION,RESOLVED_REACHED,2025-08-01T03:00:11.000Z,2025-08-01T03:25:49.000Z,2025-08-01T03:50:40.000Z,2025-08-01T19:23:57.013Z,115735.45,115999.95,115634.65,113321.957,0.6307,0.0000,-0.0274,0.9682,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,933.28,2.572,0.278,,1,4,no,yes,candidate@2025-08-01T03:00:11.000Z|confirmed@2025-08-01T03:25:49.000Z|trigger@2025-08-01T03:50:40.000Z|expire@2025-08-01T19:23:57.013Z
BTCUSDT,2025-08-01,BTCUSDT-LONG-1754016409000-9,LONG,ACCUMULATION,INVALIDATED,2025-08-01T02:46:49.000Z,2025-08-01T02:49:49.000Z,,2025-08-01T04:10:43.000Z,115849.19642499999,115965.103575,,,0.6082,0.4462,-0.0162,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-08-01T02:46:49.000Z|confirmed@2025-08-01T02:49:49.000Z|invalidate@2025-08-01T04:10:43.000Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754031047000-11,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-08-01T06:50:47.000Z,2025-08-01T06:55:32.000Z,2025-08-01T07:11:28.000Z,2025-08-02T07:11:28.000Z,115011.315575,115163.35,114950.45,112651.44099999999,0.6373,0.5171,0.3893,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.993,0.875,,,,,,candidate@2025-08-01T06:50:47.000Z|confirmed@2025-08-01T06:55:32.000Z|trigger@2025-08-01T07:11:28.000Z|expire@2025-08-02T07:11:28.000Z
BTCUSDT,2025-08-01,BTCUSDT-LONG-1754015125000-8,LONG,ACCUMULATION,INVALIDATED,2025-08-01T02:25:25.000Z,2025-08-01T02:46:49.000Z,,2025-08-01T07:13:07.000Z,115512.25,115954.95,,,0.6260,0.4314,-0.0393,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-08-01T02:25:25.000Z|confirmed@2025-08-01T02:46:49.000Z|invalidate@2025-08-01T07:13:07.000Z
BTCUSDT,2025-08-01,BTCUSDT-SHORT-1754032965000-12,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-08-01T07:22:45.000Z,2025-08-01T07:37:57.000Z,2025-08-01T08:05:49.000Z,2025-08-02T08:05:49.000Z,114625.35,115007.925225,114567.05,112275.709,0.6213,0.3771,0.3559,0.9940,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.665,1.212,,,,,,candidate@2025-08-01T07:22:45.000Z|confirmed@2025-08-01T07:37:57.000Z|trigger@2025-08-01T08:05:49.000Z|expire@2025-08-02T08:05:49.000Z
