zone_id,venue,date,final_shadow_decision,hybrid_decision,m4_thin_decision,target_hit,stop_hit,timeout,result,pnl_after_cost,MFE,MAE,hit_2pct,hit_2_5pct,hit_3pct,time_to_2pct_min,time_to_2_5pct_min,time_to_3pct_min
BTC-USDT-SWAP-LONG-1773685469000-39,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,1.1019,1.293,-0.268,0,0,0,,,
BTC-USDT-SWAP-LONG-1773695990000-40,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.6966,0.887,-0.02,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773697184000-41,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.6264,0.367,-0.537,0,0,0,,,
BTC-USDT-SWAP-LONG-1773698589000-42,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.0686,0.119,-0.779,0,0,0,,,
BTC-USDT-SWAP-LONG-1773699232000-43,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.1121,0.3,-0.599,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773700604000-44,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.3791,0.612,-0.287,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773701464000-45,OKX_MARCH,2026-03-16,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.6592,0.063,-0.567,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773792030000-1,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.774,-0.891,1,1,1,737.9,768.4,855.3
BTC-USDT-SWAP-LONG-1773793270000-3,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.227,-4.458,0,0,0,,,
BTC-USDT-SWAP-LONG-1773793754000-4,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.323,-4.367,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773792781000-2,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.461,-1.223,1,1,1,698.2,788.8,817.4
BTC-USDT-SWAP-SHORT-1773795295000-6,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.553,-1.126,1,1,1,695.1,778.4,810.9
BTC-USDT-SWAP-LONG-1773794558000-5,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.145,-4.535,0,0,0,,,
BTC-USDT-SWAP-LONG-1773796201000-7,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.058,-4.617,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773797761000-8,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.973,-0.68,1,1,1,627.7,650.1,740.6
BTC-USDT-SWAP-LONG-1773798977000-9,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.854,-4.81,0,0,0,,,
BTC-USDT-SWAP-LONG-1773799629000-10,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.545,-5.101,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773800297000-12,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.089,-0.558,1,1,1,586.7,610.8,694.5
BTC-USDT-SWAP-LONG-1773800100000-11,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.496,-5.147,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773802038000-13,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.172,-0.47,1,1,1,512.7,566.6,650.3
BTC-USDT-SWAP-SHORT-1773804588000-14,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.439,-0.187,1,1,1,476.7,515.7,538.0
BTC-USDT-SWAP-LONG-1773804825000-15,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.055,-5.362,0,0,0,,,
BTC-USDT-SWAP-LONG-1773805473000-16,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.076,-5.343,0,0,0,,,
BTC-USDT-SWAP-LONG-1773807129000-18,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.041,-5.274,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773806704000-17,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.981,-0.172,1,1,1,453.1,475.5,566.0
BTC-USDT-SWAP-SHORT-1773808660000-19,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.016,-0.136,1,1,1,447.8,472.2,555.5
BTC-USDT-SWAP-SHORT-1773814999000-20,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.012,-0.106,1,1,1,337.1,361.6,444.8
BTC-USDT-SWAP-SHORT-1773819697000-21,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.779,-0.749,1,1,1,306.1,381.4,418.7
BTC-USDT-SWAP-SHORT-1773819792000-22,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,5.783,-0.745,1,1,1,303.6,376.7,416.2
BTC-USDT-SWAP-SHORT-1773834370000-25,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.916,-0.101,1,1,1,163.0,189.0,193.3
BTC-USDT-SWAP-SHORT-1773834431000-26,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.875,-0.05,1,1,1,159.7,187.2,493.4
BTC-USDT-SWAP-LONG-1773834114000-23,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.01,-4.803,0,0,0,,,
BTC-USDT-SWAP-LONG-1773834139000-24,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.01,-4.803,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773835688000-27,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.542,-0.144,1,1,1,157.6,165.7,474.8
BTC-USDT-SWAP-SHORT-1773836170000-28,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.586,-0.081,1,1,1,145.9,153.2,461.5
BTC-USDT-SWAP-SHORT-1773837656000-30,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.994,-0.275,1,1,1,136.9,445.7,1105.0
BTC-USDT-SWAP-SHORT-1773837926000-31,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.985,-0.284,1,1,1,133.9,442.7,1102.1
BTC-USDT-SWAP-LONG-1773836450000-29,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.265,-4.53,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773842088000-33,OKX_MARCH,2026-03-18,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.07,-0.037,1,1,1,359.3,1018.6,1024.1
BTC-USDT-SWAP-SHORT-1773842025000-32,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.07,-0.037,1,1,1,359.3,1018.6,1024.1
BTC-USDT-SWAP-LONG-1773842911000-34,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.137,-3.972,0,0,0,,,
BTC-USDT-SWAP-LONG-1773843528000-35,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.166,-3.944,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773844698000-36,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.603,-0.487,1,1,1,988.4,994.6,1002.4
BTC-USDT-SWAP-SHORT-1773844720000-37,OKX_MARCH,2026-03-18,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.612,-0.477,1,1,1,988.0,994.3,1002.0
BTC-USDT-SWAP-SHORT-1773844837000-39,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.495,-0.599,1,1,1,980.2,985.6,1320.1
BTC-USDT-SWAP-SHORT-1773844787000-38,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.495,-0.599,1,1,1,980.2,985.6,1320.1
BTC-USDT-SWAP-SHORT-1773846814000-40,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.878,-1.243,1,1,0,964.6,1294.5,
BTC-USDT-SWAP-SHORT-1773846823000-41,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.907,-1.212,1,1,0,963.7,1294.3,
BTC-USDT-SWAP-LONG-1773848497000-43,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.975,-3.528,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773847388000-42,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.686,-0.811,1,1,1,917.4,926.7,1255.8
BTC-USDT-SWAP-SHORT-1773849364000-44,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.704,-0.791,1,1,1,913.4,921.6,1251.7
BTC-USDT-SWAP-LONG-1773854692000-45,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.725,-3.768,0,0,0,,,
BTC-USDT-SWAP-LONG-1773856508000-46,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.033,-4.28,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773857396000-47,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,4.094,-0.18,1,1,1,771.0,774.9,784.3
BTC-USDT-SWAP-LONG-1773857693000-48,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.343,-3.938,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773861038000-49,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.559,-0.407,1,1,1,721.5,729.2,1058.6
BTC-USDT-SWAP-SHORT-1773861090000-50,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.575,-0.391,1,1,1,719.0,729.1,1058.6
BTC-USDT-SWAP-SHORT-1773862102000-51,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.431,-0.541,1,1,1,704.6,1039.1,1042.3
BTC-USDT-SWAP-SHORT-1773863194000-52,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.13,-0.855,1,1,1,693.3,1023.4,1195.8
BTC-USDT-SWAP-SHORT-1773863225000-53,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.844,-1.152,1,1,0,990.2,1161.3,
BTC-USDT-SWAP-SHORT-1773865224000-55,OKX_MARCH,2026-03-18,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.883,-1.112,1,1,0,987.1,1158.2,
BTC-USDT-SWAP-SHORT-1773866301000-56,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.355,-0.62,1,1,1,638.7,969.3,1140.3
BTC-USDT-SWAP-LONG-1773864839000-54,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.613,-3.362,0,0,0,,,
BTC-USDT-SWAP-LONG-1773866763000-57,OKX_MARCH,2026-03-18,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.625,-3.35,0,0,0,,,
BTC-USDT-SWAP-LONG-1773878683000-1,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.59,-3.384,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773879450000-2,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.285,-0.693,1,1,1,419.9,750.6,922.1
BTC-USDT-SWAP-LONG-1773881185000-3,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.751,-3.229,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773882002000-4,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.128,-0.857,1,1,1,378.5,708.6,881.0
BTC-USDT-SWAP-SHORT-1773882324000-5,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.23,-0.75,1,1,1,372.8,703.0,874.4
BTC-USDT-SWAP-LONG-1773883030000-6,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.818,-3.165,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773886593000-7,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.396,-0.577,1,1,1,293.3,627.8,651.8
BTC-USDT-SWAP-LONG-1773890712000-8,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.047,-3.847,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773891003000-9,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.541,-0.011,1,1,1,215.8,223.5,553.0
BTC-USDT-SWAP-SHORT-1773891095000-10,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.541,-0.011,1,1,1,215.8,223.5,553.0
BTC-USDT-SWAP-SHORT-1773891608000-11,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.46,-0.046,1,1,1,203.0,210.9,540.8
BTC-USDT-SWAP-SHORT-1773893807000-13,OKX_MARCH,2026-03-19,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.912,-0.163,1,1,0,510.9,534.8,
BTC-USDT-SWAP-LONG-1773893554000-12,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.376,-2.706,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773894114000-14,OKX_MARCH,2026-03-19,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.838,-0.24,1,1,0,492.6,663.6,
BTC-USDT-SWAP-LONG-1773894697000-15,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.226,-2.851,0,0,0,,,
BTC-USDT-SWAP-LONG-1773902340000-16,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.564,-2.52,0,0,0,,,
BTC-USDT-SWAP-LONG-1773903689000-17,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.665,-2.422,0,0,0,,,
BTC-USDT-SWAP-LONG-1773907331000-19,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.693,-1.936,0,0,0,,,
BTC-USDT-SWAP-LONG-1773907866000-20,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.713,-1.977,0,0,0,,,
BTC-USDT-SWAP-LONG-1773909084000-21,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.878,-1.818,0,0,0,,,
BTC-USDT-SWAP-LONG-1773910669000-22,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.869,-1.827,0,0,0,,,
BTC-USDT-SWAP-LONG-1773910814000-23,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.923,-1.775,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773912406000-24,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.141,-1.544,1,0,0,375.2,,
BTC-USDT-SWAP-SHORT-1773913555000-25,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.37,-1.306,1,0,0,348.1,,
BTC-USDT-SWAP-LONG-1773913788000-26,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.319,-2.358,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773918340000-27,OKX_MARCH,2026-03-19,ACCEPT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.925,-1.768,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773922559000-28,OKX_MARCH,2026-03-19,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.326,-2.39,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773925165000-29,OKX_MARCH,2026-03-19,REJECT,HYBRID_PASS,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.787,-2.949,0,0,0,,,
BTC-USDT-SWAP-LONG-1773926911000-30,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.876,-0.857,1,1,0,829.9,1109.2,
BTC-USDT-SWAP-SHORT-1773929685000-31,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.975,-2.753,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773931024000-32,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.751,-2.986,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773931043000-33,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.751,-2.986,0,0,0,,,
BTC-USDT-SWAP-LONG-1773932209000-34,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.672,-1.053,1,1,0,788.1,1030.8,
BTC-USDT-SWAP-LONG-1773932261000-35,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.706,-1.021,1,1,0,786.6,1029.9,
BTC-USDT-SWAP-LONG-1773933216000-36,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.385,-1.33,1,0,0,1012.8,,
BTC-USDT-SWAP-LONG-1773933416000-37,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,3.075,-0.665,1,1,1,300.4,987.4,991.0
BTC-USDT-SWAP-SHORT-1773938165000-38,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.396,-2.852,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773940442000-39,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.0,-3.11,0,0,0,,,
BTC-USDT-SWAP-LONG-1773941032000-40,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.591,-0.27,1,1,0,867.0,870.5,
BTC-USDT-SWAP-SHORT-1773943061000-41,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.591,-2.26,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773943299000-42,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.603,-2.248,0,0,0,,,
BTC-USDT-SWAP-LONG-1773943584000-43,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.157,-0.691,1,0,0,837.8,,
BTC-USDT-SWAP-LONG-1773944006000-44,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,1,0,0,WIN,1.86,2.27,-0.581,1,0,0,826.6,,
BTC-USDT-SWAP-LONG-1773947883000-46,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.197,-1.625,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773947762000-45,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.162,-1.673,0,0,0,,,
BTC-USDT-SWAP-LONG-1773950934000-47,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.7625,1.391,-1.436,0,0,0,,,
BTC-USDT-SWAP-LONG-1773954597000-48,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.125,-1.694,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773960400000-49,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.044,-1.794,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773964059000-50,OKX_MARCH,2026-03-19,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.64,-2.21,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773964831000-1,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,0.985,-1.855,0,0,0,,,
BTC-USDT-SWAP-LONG-1773965776000-2,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.636,1.822,-1.017,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773966081000-3,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.161,-1.673,0,0,0,,,
BTC-USDT-SWAP-LONG-1773967549000-4,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.4116,1.582,-1.25,0,0,0,,,
BTC-USDT-SWAP-LONG-1773967888000-5,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,0.5057,1.607,-1.226,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773968838000-6,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.6671,1.402,-1.426,0,0,0,,,
BTC-USDT-SWAP-LONG-1773970205000-7,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.228,-1.594,0,0,0,,,
BTC-USDT-SWAP-LONG-1773970724000-8,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.173,-1.648,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773973332000-9,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.049,-1.789,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773976730000-10,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.435,1.596,-1.226,0,0,0,,,
BTC-USDT-SWAP-SHORT-1773977273000-11,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,0,1,TIMEOUT,-0.0571,1.873,-0.941,0,0,0,,,
BTC-USDT-SWAP-LONG-1773978036000-13,OKX_MARCH,2026-03-20,REJECT,HYBRID_REJECT,M4_THIN_ONLY_PASS,0,1,0,LOSS,-1.64,1.06,-1.758,0,0,0,,,
