cluster_id,exchange,window_id,date,ts_start,direction_candidate,entry_price,future_mfe_pct,hit2,hit2_5,hit3,loss,timeout,outcome,time_to_2,time_to_2_5,time_to_3,duplicate_cluster_size,is_primary_cluster
By-W4_APRIL-SHORT-23,Bybit,W4_APRIL,2024-04-17,2024-04-17T16:15:00+00:00,SHORT,60771.95,1.323,0,0,0,1,0,LOSS,,,,2,1
By-W4_APRIL-SHORT-24,Bybit,W4_APRIL,2024-04-17,2024-04-17T19:55:00+00:00,SHORT,61145.05,0.603,0,0,0,0,1,TIMEOUT,,,,1,1
By-W4_APRIL-SHORT-25,Bybit,W4_APRIL,2024-04-17,2024-04-17T22:23:00+00:00,SHORT,61319.85,0.205,0,0,0,0,1,TIMEOUT,,,,1,1
By-W4_APRIL-LONG-26,Bybit,W4_APRIL,2024-04-12,2024-04-12T12:45:00+00:00,LONG,70439.65,0.748,0,0,0,1,0,LOSS,,,,8,1
By-W4_APRIL-LONG-27,Bybit,W4_APRIL,2024-04-12,2024-04-12T21:23:00+00:00,LONG,66835.65,0.66,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-28,Bybit,W4_APRIL,2024-04-13,2024-04-13T01:15:00+00:00,LONG,66558.25,2.076,1,0,0,0,0,WIN,212,,,2,1
By-W4_APRIL-LONG-29,Bybit,W4_APRIL,2024-04-13,2024-04-13T06:21:00+00:00,LONG,67307.95,0.687,0,0,0,0,1,TIMEOUT,,,,1,1
By-W4_APRIL-LONG-30,Bybit,W4_APRIL,2024-04-13,2024-04-13T17:03:00+00:00,LONG,67306.45,0.565,0,0,0,1,0,LOSS,,,,2,1
By-W4_APRIL-LONG-31,Bybit,W4_APRIL,2024-04-13,2024-04-13T19:58:00+00:00,LONG,64080.05,2.208,0,0,0,1,0,LOSS,,,,3,1
By-W4_APRIL-LONG-32,Bybit,W4_APRIL,2024-04-13,2024-04-13T23:59:00+00:00,LONG,63905.05,2.172,0,0,0,1,0,LOSS,,,,4,1
By-W4_APRIL-LONG-33,Bybit,W4_APRIL,2024-04-14,2024-04-14T09:27:00+00:00,LONG,64273.05,0.851,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-34,Bybit,W4_APRIL,2024-04-14,2024-04-14T11:45:00+00:00,LONG,63945.15,1.368,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-35,Bybit,W4_APRIL,2024-04-14,2024-04-14T14:08:00+00:00,LONG,64049.75,1.579,0,0,0,1,0,LOSS,,,,2,1
By-W4_APRIL-LONG-36,Bybit,W4_APRIL,2024-04-14,2024-04-14T17:19:00+00:00,LONG,63517.05,2.405,1,0,0,0,0,WIN,286,,,1,1
By-W4_APRIL-LONG-37,Bybit,W4_APRIL,2024-04-14,2024-04-14T19:27:00+00:00,LONG,63986.75,2.66,1,0,0,0,0,WIN,160,,,3,1
By-W4_APRIL-LONG-38,Bybit,W4_APRIL,2024-04-15,2024-04-15T01:11:00+00:00,LONG,65409.65,2.25,0,0,0,0,1,TIMEOUT,,,,3,1
By-W4_APRIL-LONG-39,Bybit,W4_APRIL,2024-04-15,2024-04-15T11:44:00+00:00,LONG,65995.05,0.441,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-40,Bybit,W4_APRIL,2024-04-15,2024-04-15T14:12:00+00:00,LONG,65580.05,1.631,0,0,0,1,0,LOSS,,,,7,1
By-W4_APRIL-LONG-41,Bybit,W4_APRIL,2024-04-15,2024-04-15T21:34:00+00:00,LONG,62808.25,1.605,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-42,Bybit,W4_APRIL,2024-04-16,2024-04-16T02:12:00+00:00,LONG,62976.35,2.283,0,0,0,1,0,LOSS,,,,3,1
By-W4_APRIL-LONG-43,Bybit,W4_APRIL,2024-04-16,2024-04-16T10:22:00+00:00,LONG,62641.15,0.0,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-44,Bybit,W4_APRIL,2024-04-16,2024-04-16T13:44:00+00:00,LONG,62519.85,2.188,1,0,0,0,0,WIN,477,,,4,1
By-W4_APRIL-LONG-45,Bybit,W4_APRIL,2024-04-16,2024-04-16T20:10:00+00:00,LONG,62587.85,2.077,1,0,0,0,0,WIN,91,,,1,1
By-W4_APRIL-LONG-46,Bybit,W4_APRIL,2024-04-17,2024-04-17T06:03:00+00:00,LONG,63807.45,0.246,0,0,0,1,0,LOSS,,,,3,1
By-W4_APRIL-LONG-47,Bybit,W4_APRIL,2024-04-17,2024-04-17T10:08:00+00:00,LONG,63050.15,0.098,0,0,0,1,0,LOSS,,,,1,1
By-W4_APRIL-LONG-48,Bybit,W4_APRIL,2024-04-17,2024-04-17T12:29:00+00:00,LONG,62383.05,2.203,0,0,0,1,0,LOSS,,,,5,1
By-W4_APRIL-LONG-49,Bybit,W4_APRIL,2024-04-17,2024-04-17T19:11:00+00:00,LONG,61216.05,1.443,0,0,0,0,1,TIMEOUT,,,,3,1
OK-W4_APRIL-SHORT-0,OKX,W4_APRIL,2024-04-12,2024-04-12T01:07:00+00:00,SHORT,70256.05,0.173,0,0,0,0,1,TIMEOUT,,,,2,1
OK-W4_APRIL-SHORT-1,OKX,W4_APRIL,2024-04-12,2024-04-12T06:58:00+00:00,SHORT,70913.45,2.095,1,0,0,0,0,WIN,461,,,5,1
OK-W4_APRIL-SHORT-2,OKX,W4_APRIL,2024-04-12,2024-04-12T15:22:00+00:00,SHORT,69493.15,2.029,1,0,0,0,0,WIN,123,,,1,1
OK-W4_APRIL-SHORT-3,OKX,W4_APRIL,2024-04-12,2024-04-12T19:07:00+00:00,SHORT,66715.35,1.345,0,0,0,0,1,TIMEOUT,,,,1,1
OK-W4_APRIL-SHORT-4,OKX,W4_APRIL,2024-04-12,2024-04-12T21:52:00+00:00,SHORT,66949.85,1.74,0,0,0,0,1,TIMEOUT,,,,2,1
OK-W4_APRIL-SHORT-5,OKX,W4_APRIL,2024-04-13,2024-04-13T02:11:00+00:00,SHORT,66355.65,0.086,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-6,OKX,W4_APRIL,2024-04-13,2024-04-13T06:47:00+00:00,SHORT,67358.05,0.416,0,0,0,0,1,TIMEOUT,,,,1,1
OK-W4_APRIL-SHORT-7,OKX,W4_APRIL,2024-04-13,2024-04-13T09:21:00+00:00,SHORT,67182.65,2.758,0,0,0,0,1,TIMEOUT,,,,10,1
OK-W4_APRIL-SHORT-8,OKX,W4_APRIL,2024-04-14,2024-04-14T00:47:00+00:00,SHORT,63916.95,2.115,1,0,0,0,0,WIN,138,,,2,1
OK-W4_APRIL-SHORT-9,OKX,W4_APRIL,2024-04-14,2024-04-14T08:18:00+00:00,SHORT,64534.45,2.1,0,0,0,0,1,TIMEOUT,,,,3,1
OK-W4_APRIL-SHORT-10,OKX,W4_APRIL,2024-04-14,2024-04-14T14:35:00+00:00,SHORT,63965.15,2.052,0,0,0,1,0,LOSS,,,,2,1
OK-W4_APRIL-SHORT-11,OKX,W4_APRIL,2024-04-14,2024-04-14T17:45:00+00:00,SHORT,63897.45,0.847,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-12,OKX,W4_APRIL,2024-04-14,2024-04-14T19:46:00+00:00,SHORT,64153.85,1.244,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-13,OKX,W4_APRIL,2024-04-14,2024-04-14T21:55:00+00:00,SHORT,63646.05,0.049,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-14,OKX,W4_APRIL,2024-04-15,2024-04-15T01:25:00+00:00,SHORT,65500.05,1.152,0,0,0,1,0,LOSS,,,,4,1
OK-W4_APRIL-SHORT-15,OKX,W4_APRIL,2024-04-15,2024-04-15T08:44:00+00:00,SHORT,66363.85,2.073,1,0,0,0,0,WIN,355,,,1,1
OK-W4_APRIL-SHORT-16,OKX,W4_APRIL,2024-04-15,2024-04-15T10:58:00+00:00,SHORT,66509.85,2.457,1,0,0,0,0,WIN,220,,,13,1
OK-W4_APRIL-SHORT-17,OKX,W4_APRIL,2024-04-16,2024-04-16T05:06:00+00:00,SHORT,62472.05,0.025,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-18,OKX,W4_APRIL,2024-04-16,2024-04-16T09:07:00+00:00,SHORT,63358.75,2.162,1,0,0,0,0,WIN,78,,,2,1
OK-W4_APRIL-SHORT-19,OKX,W4_APRIL,2024-04-16,2024-04-16T13:29:00+00:00,SHORT,63176.45,2.014,1,0,0,0,0,WIN,92,,,5,1
OK-W4_APRIL-SHORT-20,OKX,W4_APRIL,2024-04-16,2024-04-16T20:25:00+00:00,SHORT,62816.05,0.0,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-SHORT-21,OKX,W4_APRIL,2024-04-16,2024-04-16T23:03:00+00:00,SHORT,63750.05,2.008,0,0,0,0,1,TIMEOUT,,,,5,1
OK-W4_APRIL-SHORT-22,OKX,W4_APRIL,2024-04-17,2024-04-17T06:39:00+00:00,SHORT,63947.85,2.129,1,0,0,0,0,WIN,316,,,3,1
OK-W4_APRIL-SHORT-23,OKX,W4_APRIL,2024-04-17,2024-04-17T11:09:00+00:00,SHORT,63007.95,2.11,1,0,0,0,0,WIN,189,,,1,1
OK-W4_APRIL-SHORT-24,OKX,W4_APRIL,2024-04-17,2024-04-17T16:15:00+00:00,SHORT,60791.95,1.302,0,0,0,1,0,LOSS,,,,2,1
OK-W4_APRIL-SHORT-25,OKX,W4_APRIL,2024-04-17,2024-04-17T19:51:00+00:00,SHORT,61087.95,0.472,0,0,0,0,1,TIMEOUT,,,,1,1
OK-W4_APRIL-SHORT-26,OKX,W4_APRIL,2024-04-17,2024-04-17T22:23:00+00:00,SHORT,61358.15,0.206,0,0,0,0,1,TIMEOUT,,,,1,1
OK-W4_APRIL-LONG-27,OKX,W4_APRIL,2024-04-12,2024-04-12T12:45:00+00:00,LONG,70420.15,0.273,0,0,0,1,0,LOSS,,,,6,1
OK-W4_APRIL-LONG-28,OKX,W4_APRIL,2024-04-12,2024-04-12T21:23:00+00:00,LONG,66836.05,0.641,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-LONG-29,OKX,W4_APRIL,2024-04-13,2024-04-13T01:15:00+00:00,LONG,66579.65,2.013,1,0,0,0,0,WIN,180,,,2,1
OK-W4_APRIL-LONG-30,OKX,W4_APRIL,2024-04-13,2024-04-13T06:21:00+00:00,LONG,67319.95,0.676,0,0,0,0,1,TIMEOUT,,,,1,1
OK-W4_APRIL-LONG-31,OKX,W4_APRIL,2024-04-13,2024-04-13T17:03:00+00:00,LONG,67320.05,0.55,0,0,0,1,0,LOSS,,,,2,1
OK-W4_APRIL-LONG-32,OKX,W4_APRIL,2024-04-13,2024-04-13T19:58:00+00:00,LONG,64230.05,2.172,0,0,0,1,0,LOSS,,,,3,1
OK-W4_APRIL-LONG-33,OKX,W4_APRIL,2024-04-13,2024-04-13T23:59:00+00:00,LONG,63944.95,2.132,0,0,0,1,0,LOSS,,,,4,1
OK-W4_APRIL-LONG-34,OKX,W4_APRIL,2024-04-14,2024-04-14T09:27:00+00:00,LONG,64298.25,0.844,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-LONG-35,OKX,W4_APRIL,2024-04-14,2024-04-14T11:45:00+00:00,LONG,63976.05,1.352,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-LONG-36,OKX,W4_APRIL,2024-04-14,2024-04-14T14:08:00+00:00,LONG,64073.45,1.558,0,0,0,1,0,LOSS,,,,2,1
OK-W4_APRIL-LONG-37,OKX,W4_APRIL,2024-04-14,2024-04-14T17:19:00+00:00,LONG,63554.75,2.385,1,0,0,0,0,WIN,286,,,1,1
OK-W4_APRIL-LONG-38,OKX,W4_APRIL,2024-04-14,2024-04-14T19:27:00+00:00,LONG,63995.95,2.636,1,0,0,0,0,WIN,160,,,3,1
OK-W4_APRIL-LONG-39,OKX,W4_APRIL,2024-04-15,2024-04-15T01:11:00+00:00,LONG,65437.45,2.224,0,0,0,0,1,TIMEOUT,,,,3,1
OK-W4_APRIL-LONG-40,OKX,W4_APRIL,2024-04-15,2024-04-15T11:44:00+00:00,LONG,66013.45,0.496,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-LONG-41,OKX,W4_APRIL,2024-04-15,2024-04-15T14:12:00+00:00,LONG,65613.15,1.598,0,0,0,1,0,LOSS,,,,9,1
OK-W4_APRIL-LONG-42,OKX,W4_APRIL,2024-04-16,2024-04-16T02:12:00+00:00,LONG,62998.05,2.261,0,0,0,1,0,LOSS,,,,3,1
OK-W4_APRIL-LONG-43,OKX,W4_APRIL,2024-04-16,2024-04-16T10:22:00+00:00,LONG,62689.95,0.0,0,0,0,1,0,LOSS,,,,1,1
OK-W4_APRIL-LONG-44,OKX,W4_APRIL,2024-04-16,2024-04-16T13:44:00+00:00,LONG,62566.65,2.166,1,0,0,0,0,WIN,477,,,4,1
OK-W4_APRIL-LONG-45,OKX,W4_APRIL,2024-04-16,2024-04-16T20:10:00+00:00,LONG,62630.75,2.061,1,0,0,0,0,WIN,91,,,1,1
OK-W4_APRIL-LONG-46,OKX,W4_APRIL,2024-04-17,2024-04-17T06:03:00+00:00,LONG,63850.05,0.254,0,0,0,1,0,LOSS,,,,3,1
OK-W4_APRIL-LONG-47,OKX,W4_APRIL,2024-04-17,2024-04-17T10:08:00+00:00,LONG,63084.95,2.181,0,0,0,1,0,LOSS,,,,7,1
OK-W4_APRIL-LONG-48,OKX,W4_APRIL,2024-04-17,2024-04-17T19:11:00+00:00,LONG,61240.05,1.451,0,0,0,0,1,TIMEOUT,,,,3,1
